           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
May 03 02:15:50     88.3    62068843      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:16:52     88.4    63622374      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:17:53     88.3    65066582      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:18:57     88.4    66735201      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:19:57     88.5    68290051      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:21:00     88.5    69844062      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:22:01     88.5    71288632      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:23:04     88.3    72735563      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:24:04     88.4    74291586      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:25:06     88.3    75735214      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:26:09     88.4    77291744      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:27:09     88.5    78849887      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:28:12     88.6    80514921      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:29:12     88.7    82069237      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:30:15     88.7    83626152      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:31:15     88.8    85185434      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:32:15     88.7    86628405      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:33:15     88.7    88071553      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:34:15     88.5    89405126      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:35:17     88.6    90963462      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:36:21     88.6    92518720      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:37:21     88.6    94073053      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:38:22     88.7    95629299      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:39:22     88.6    97071168      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
ALL DONE!
